Symbol,Security,GICS Sector,valid_yahoo_ticker,resolved_name,resolved_exchange,resolved_score,SourceIndex,Sektor
CBA.AX,,,CBA.AX,CommBank Australia,,,MSCI World,Financials
CSL.AX,,,CSL.AX,CSL,,,MSCI World,Health Care
NAB.AX,,,NAB.AX,National Australia Bank,,,MSCI World,Financials
SHOP.TO,,,SHOP.TO,SHOPIFY SUBORDINATE VOTING INC CLA,,,MSCI World Full,Information Technology
BBVA.MC,,,BBVA.MC,BANCO BILBAO VIZCAYA ARGENTARIA SA,,,MSCI World Full,Financials
SAF.PA,,,SAF.PA,SAFRAN SA,,,MSCI World Full,Industrials
SAN.PA,,,SAN.PA,SANOFI SA,,,MSCI World Full,Health Care
8035.T,,,8035.T,TOKYO ELECTRON LTD,,,MSCI World Full,Information Technology
EL.PA,,,EL.PA,ESSILORLUXOTTICA SA,,,MSCI World Full,Health Care
BN.TO,,,BN.TO,BROOKFIELD CORP CLASS A,,,MSCI World Full,Financials
ISP.MI,,,ISP.MI,INTESA SANPAOLO,,,MSCI World Full,Financials
AEM.TO,,,AEM.TO,AGNICO EAGLE MINES LTD,,,MSCI World Full,Materials
8411.T,,,8411.T,MIZUHO FINANCIAL GROUP INC,,,MSCI World Full,Financials
BMO.TO,,,BMO.TO,BANK OF MONTREAL,,,MSCI World Full,Financials
ENEL.MI,,,ENEL.MI,ENEL,,,MSCI World Full,Utilities
BNS.TO,,,BNS.TO,BANK OF NOVA SCOTIA,,,MSCI World Full,Financials
SPOT.ST,,,SPOT.ST,SPOTIFY TECHNOLOGY SA,,,MSCI World Full,Communication
PRX.AS,,,PRX.AS,PROSUS NV CLASS N,,,MSCI World Full,Consumer Discretionary
CM.TO,,,CM.TO,CANADIAN IMPERIAL BANK OF COMMERCE,,,MSCI World Full,Financials
8001.T,,,8001.T,ITOCHU CORP,,,MSCI World Full,Industrials
8031.T,,,8031.T,MITSUI LTD,,,MSCI World Full,Industrials
DG.PA,,,DG.PA,VINCI SA,,,MSCI World Full,Industrials
ANZ.AX,,,ANZ.AX,ANZ GROUP HOLDINGS LTD,,,MSCI World Full,Financials
INVE-B.ST,,,INVE-B.ST,INVESTOR CLASS B,,,MSCI World Full,Financials
MFC.TO,,,MFC.TO,MANULIFE FINANCIAL CORP,,,MSCI World Full,Financials
ABI,,,ABI,ANHEUSER-BUSCH INBEV SA,,,MSCI World Full,Consumer Staples
NDA-FI.HE,,,NDA-FI.HE,NORDEA BANK,,,MSCI World Full,Financials
WES.AX,,,WES.AX,WESFARMERS LTD,,,MSCI World Full,Consumer Discretionary
388.HK,,,388.HK,HONG KONG EXCHANGES AND CLEARING L,,,MSCI World Full,Financials
BN.PA,,,BN.PA,DANONE SA,,,MSCI World Full,Consumer Staples
SU.TO,,,SU.TO,SUNCOR ENERGY INC,,,MSCI World Full,Energy
WPM.TO,,,WPM.TO,WHEATON PRECIOUS METALS CORP,,,MSCI World Full,Materials
TRP.TO,,,TRP.TO,TC ENERGY CORP,,,MSCI World Full,Energy
GLE.PA,,,GLE.PA,SOCIETE GENERALE SA,,,MSCI World Full,Financials
VOLV-B.ST,,,VOLV-B.ST,VOLVO CLASS B,,,MSCI World Full,Industrials
ATCO-A.ST,,,ATCO-A.ST,ATLAS COPCO CLASS A,,,MSCI World Full,Industrials
DSV.CO,,,DSV.CO,DSV,,,MSCI World Full,Industrials
SE.SI,,,SE.SI,SEA ADS REPRESENTING LTD CLASS A,,,MSCI World Full,Consumer Discretionary
CABK.MC,,,CABK.MC,CAIXABANK SA,,,MSCI World Full,Financials
4502.T,,,4502.T,TAKEDA PHARMACEUTICAL LTD,,,MSCI World Full,Health Care
nan.TO,,,nan.TO,NATIONAL BANK OF CANADA,,,MSCI World Full,Financials
RACE.MI,,,RACE.MI,FERRARI NV,,,MSCI World Full,Consumer Discretionary
CCO.TO,,,CCO.TO,CAMECO CORP,,,MSCI World Full,Energy
FNV.TO,,,FNV.TO,FRANCO NEVADA CORP,,,MSCI World Full,Materials
SGO.PA,,,SGO.PA,COMPAGNIE DE SAINT GOBAIN SA,,,MSCI World Full,Industrials
ALC.SW,,,ALC.SW,ALCON AG,,,MSCI World Full,Health Care
GMG.AX,,,GMG.AX,GOODMAN GROUP UNITS,,,MSCI World Full,Real Estate
4568.T,,,4568.T,DAIICHI SANKYO LTD,,,MSCI World Full,Health Care
K.TO,,,K.TO,KINROSS GOLD CORP,,,MSCI World Full,Materials
7267.T,,,7267.T,HONDA MOTOR LTD,,,MSCI World Full,Consumer Discretionary
LR.PA,,,LR.PA,LEGRAND SA,,,MSCI World Full,Industrials
ENI.MI,,,ENI.MI,ENI,,,MSCI World Full,Energy
ASSA-B.ST,,,ASSA-B.ST,ASSA ABLOY B,,,MSCI World Full,Industrials
AD.AS,,,AD.AS,KONINKLIJKE AHOLD DELHAIZE NV,,,MSCI World Full,Consumer Staples
DOL.TO,,,DOL.TO,DOLLARAMA INC,,,MSCI World Full,Consumer Discretionary
RKLB,,,RKLB,ROCKET LAB CORP,,,MSCI World Full,Industrials
4519.T,,,4519.T,CHUGAI PHARMACEUTICAL LTD,,,MSCI World Full,Health Care
SAND.ST,,,SAND.ST,SANDVIK,,,MSCI World Full,Industrials
FER.MC,,,FER.MC,FERROVIAL,,,MSCI World Full,Industrials
ASM.AS,,,ASM.AS,ASM INTERNATIONAL NV,,,MSCI World Full,Information Technology
LUMI.TA,,,LUMI.TA,BANK LEUMI LE ISRAEL,,,MSCI World Full,Financials
U11.SI,,,U11.SI,UNITED OVERSEAS BANK LTD,,,MSCI World Full,Financials
NOKIA.HE,,,NOKIA.HE,NOKIA,,,MSCI World Full,Information Technology
G.MI,,,G.MI,ASSICURAZIONI GENERALI,,,MSCI World Full,Financials
AMS.MC,,,AMS.MC,AMADEUS IT GROUP SA,,,MSCI World Full,Consumer Discretionary
CLS.TO,,,CLS.TO,CELESTICA INC,,,MSCI World Full,Information Technology
TEVA.TA,,,TEVA.TA,TEVA PHARMACEUTICAL INDUSTRIES ADR,,,MSCI World Full,Health Care
SLF.TO,,,SLF.TO,SUN LIFE FINANCIAL INC,,,MSCI World Full,Financials
RIO.AX,,,RIO.AX,RIO TINTO LTD,,,MSCI World Full,Materials
SEB-A.ST,,,SEB-A.ST,SKANDINAVISKA ENSKILDA BANKEN,,,MSCI World Full,Financials
CIEN,,,CIEN,CIENA CORP,,,MSCI World Full,Information Technology
ORA.PA,,,ORA.PA,ORANGE SA,,,MSCI World Full,Communication
3382.T,,,3382.T,SEVEN & I HOLDINGS LTD,,,MSCI World Full,Consumer Staples
GALD.SW,,,GALD.SW,GALDERMA GROUP N AG,,,MSCI World Full,Health Care
HO.PA,,,HO.PA,THALES SA,,,MSCI World Full,Industrials
SIKA.SW,,,SIKA.SW,SIKA AG,,,MSCI World Full,Materials
8591.T,,,8591.T,ORIX CORP,,,MSCI World Full,Financials
6981.T,,,6981.T,MURATA MANUFACTURING LTD,,,MSCI World Full,Information Technology
8267.T,,,8267.T,AEON LTD,,,MSCI World Full,Consumer Staples
SDZ.SW,,,SDZ.SW,SANDOZ GROUP AG,,,MSCI World Full,Health Care
KBC,,,KBC,KBC GROEP,,,MSCI World Full,Financials
DANSKE.CO,,,DANSKE.CO,DANSKE BANK,,,MSCI World Full,Financials
SWED-A.ST,,,SWED-A.ST,SWEDBANK,,,MSCI World Full,Financials
SOFI,,,SOFI,SOFI TECHNOLOGIES INC,,,MSCI World Full,Financials
POLI.TA,,,POLI.TA,BANK HAPOALIM BM,,,MSCI World Full,Financials
BE,,,BE,BLOOM ENERGY CLASS A CORP,,,MSCI World Full,Industrials
WDS.AX,,,WDS.AX,WOODSIDE ENERGY GROUP LTD,,,MSCI World Full,Energy
NTR.TO,,,NTR.TO,NUTRIEN LTD,,,MSCI World Full,Materials
L.TO,,,L.TO,LOBLAW COMPANIES LTD,,,MSCI World Full,Consumer Staples
TCL.AX,,,TCL.AX,TRANSURBAN GROUP STAPLED UNITS,,,MSCI World Full,Industrials
AMRZ,,,AMRZ,AMRIZE AG,,,MSCI World Full,Materials
6146.T,,,6146.T,DISCO CORP,,,MSCI World Full,Information Technology
RYA,,,RYA,RYANAIR HOLDINGS PLC,,,MSCI World Full,Industrials
UMG.AS,,,UMG.AS,UNIVERSAL MUSIC GROUP NV,,,MSCI World Full,Communication
AER.AS,,,AER.AS,AERCAP HOLDINGS NV,,,MSCI World Full,Industrials
POW.TO,,,POW.TO,POWER CORPORATION OF CANADA,,,MSCI World Full,Financials
PRY.MI,,,PRY.MI,PRYSMIAN,,,MSCI World Full,Industrials
ATCO-B.ST,,,ATCO-B.ST,ATLAS COPCO CLASS B,,,MSCI World Full,Industrials
CAP.PA,,,CAP.PA,CAPGEMINI,,,MSCI World Full,Information Technology
SAMPO.HE,,,SAMPO.HE,SAMPO CLASS A,,,MSCI World Full,Financials
FTS.TO,,,FTS.TO,FORTIS INC,,,MSCI World Full,Utilities
LDO.MI,,,LDO.MI,LEONARDO FINMECCANICA SPA,,,MSCI World Full,Industrials
KER.PA,,,KER.PA,KERING SA,,,MSCI World Full,Consumer Discretionary
FMG.AX,,,FMG.AX,FORTESCUE LTD,,,MSCI World Full,Materials
HEXA-B.ST,,,HEXA-B.ST,HEXAGON CLASS B,,,MSCI World Full,Information Technology
MT.PA,,,MT.PA,ARCELORMITTAL SA,,,MSCI World Full,Materials
6902.T,,,6902.T,DENSO CORP,,,MSCI World Full,Consumer Discretionary
GEBN.SW,,,GEBN.SW,GEBERIT AG,,,MSCI World Full,Industrials
4503.T,,,4503.T,ASTELLAS PHARMA INC,,,MSCI World Full,Health Care
ERIC-B.ST,,,ERIC-B.ST,ERICSSON B,,,MSCI World Full,Information Technology
PAAS.TO,,,PAAS.TO,PAN AMERICAN SILVER CORP,,,MSCI World Full,Materials
6762.T,,,6762.T,TDK CORP,,,MSCI World Full,Information Technology
PUB.PA,,,PUB.PA,PUBLICIS GROUPE SA,,,MSCI World Full,Communication
ALL.AX,,,ALL.AX,ARISTOCRAT LEISURE LTD,,,MSCI World Full,Consumer Discretionary
VIE.PA,,,VIE.PA,VEOLIA ENVIRON. SA,,,MSCI World Full,Utilities
CVE.TO,,,CVE.TO,CENOVUS ENERGY INC,,,MSCI World Full,Energy
CRDO,,,CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,,,MSCI World Full,Information Technology
CYBR.TA,,,CYBR.TA,CYBER ARK SOFTWARE LTD,,,MSCI World Full,Information Technology
REP.MC,,,REP.MC,REPSOL SA,,,MSCI World Full,Energy
WOW.AX,,,WOW.AX,WOOLWORTHS GROUP LTD,,,MSCI World Full,Consumer Staples
ACS.MC,,,ACS.MC,ACS ACTIVIDADES DE CONSTRUCCION Y,,,MSCI World Full,Industrials
FLEX,,,FLEX,FLEX LTD,,,MSCI World Full,Information Technology
DNB.OL,,,DNB.OL,DNB BANK,,,MSCI World Full,Financials
AENA.MC,,,AENA.MC,AENA SME SA,,,MSCI World Full,Industrials
16.HK,,,16.HK,SUN HUNG KAI PROPERTIES LTD,,,MSCI World Full,Real Estate
GMAB.CO,,,GMAB.CO,GENMAB,,,MSCI World Full,Health Care
SAAB-B.ST,,,SAAB-B.ST,SAAB CLASS B,,,MSCI World Full,Industrials
NST.AX,,,NST.AX,NORTHERN STAR RESOURCES LTD,,,MSCI World Full,Materials
BAM.TO,,,BAM.TO,BROOKFIELD ASSET MANAGEMENT VOTING,,,MSCI World Full,Financials
TRI.TO,,,TRI.TO,THOMSON REUTERS CORP,,,MSCI World Full,Industrials
AFRM,,,AFRM,AFFIRM HOLDINGS INC CLASS A,,,MSCI World Full,Financials
FM.TO,,,FM.TO,FIRST QUANTUM MINERALS LTD,,,MSCI World Full,Materials
TECK.B.TO,,,TECK.B.TO,TECK RESOURCES SUBORDINATE VOTING,,,MSCI World Full,Materials
ML.PA,,,ML.PA,MICHELIN,,,MSCI World Full,Consumer Discretionary
NSIS-B.CO,,,NSIS-B.CO,NOVOZYMES B,,,MSCI World Full,Materials
5020.T,,,5020.T,ENEOS HOLDINGS INC,,,MSCI World Full,Energy
ALAB,,,ALAB,ASTERA LABS INC,,,MSCI World Full,Information Technology
6178.T,,,6178.T,JAPAN POST HOLDINGS LTD,,,MSCI World Full,Financials
ACA.PA,,,ACA.PA,CREDIT AGRICOLE SA,,,MSCI World Full,Financials
GIB.A.TO,,,GIB.A.TO,CGI INC CLASS A,,,MSCI World Full,Information Technology
SHB-A.ST,,,SHB-A.ST,SVENSKA HANDELSBANKEN-A SHS,,,MSCI World Full,Financials
PPL.TO,,,PPL.TO,PEMBINA PIPELINE CORP,,,MSCI World Full,Energy
BMPS.MI,,,BMPS.MI,BANCA MONTE DEI PASCHI DI SIENA SP,,,MSCI World Full,Financials
DSY.PA,,,DSY.PA,DASSAULT SYSTEMES,,,MSCI World Full,Information Technology
NBIS.AS,,,NBIS.AS,NEBIUS NV CLASS A,,,MSCI World Full,Information Technology
ABN.AS,,,ABN.AS,ABN AMRO BANK NV,,,MSCI World Full,Financials
CCEP.AS,,,CCEP.AS,COCA COLA EUROPACIFIC PARTNERS PLC,,,MSCI World Full,Consumer Staples
BPE.MI,,,BPE.MI,BPER BANCA,,,MSCI World Full,Financials
EQNR.OL,,,EQNR.OL,EQUINOR,,,MSCI World Full,Energy
QBE.AX,,,QBE.AX,QBE INSURANCE GROUP LTD,,,MSCI World Full,Financials
1.HK,,,1.HK,CK HUTCHISON HOLDINGS LTD,,,MSCI World Full,Industrials
NN.AS,,,NN.AS,NN GROUP NV,,,MSCI World Full,Financials
7013.T,,,7013.T,IHI CORP,,,MSCI World Full,Industrials
A5G,,,A5G,AIB GROUP PLC,,,MSCI World Full,Financials
QSR.TO,,,QSR.TO,RESTAURANTS BRANDS INTERNATIONAL I,,,MSCI World Full,Consumer Discretionary
ESLT.TA,,,ESLT.TA,ELBIT SYSTEMS LTD,,,MSCI World Full,Industrials
SAB.MC,,,SAB.MC,BANCO DE SABADELL SA,,,MSCI World Full,Financials
EQT.ST,,,EQT.ST,EQT,,,MSCI World Full,Financials
HEIA,,,HEIA,HEICO CORP CLASS A,,,MSCI World Full,Industrials
HBAN.SW,,,HBAN.SW,HELVETIA BALOISE HOLDING N AG,,,MSCI World Full,Financials
669.HK,,,669.HK,TECHTRONIC INDUSTRIES LTD,,,MSCI World Full,Industrials
BIRG,,,BIRG,BANK OF IRELAND GROUP PLC,,,MSCI World Full,Financials
BOL.ST,,,BOL.ST,BOLIDEN,,,MSCI World Full,Materials
RBA.TO,,,RBA.TO,RB GLOBAL INC,,,MSCI World Full,Industrials
8308.T,,,8308.T,RESONA HOLDINGS INC,,,MSCI World Full,Financials
1605.T,,,1605.T,INPEX CORP,,,MSCI World Full,Energy
2802.T,,,2802.T,AJINOMOTO INC,,,MSCI World Full,Consumer Staples
SGSN.SW,,,SGSN.SW,SGS SA,,,MSCI World Full,Industrials
KPN.AS,,,KPN.AS,KONINKLIJKE KPN NV,,,MSCI World Full,Communication
CHKP.TA,,,CHKP.TA,CHECK POINT SOFTWARE TECHNOLOGIES,,,MSCI World Full,Information Technology
11.HK,,,11.HK,HANG SENG BANK LTD,,,MSCI World Full,Financials
COL.AX,,,COL.AX,COLES GROUP LTD,,,MSCI World Full,Consumer Staples
BAER.SW,,,BAER.SW,JULIUS BAER GRUPPE AG,,,MSCI World Full,Financials
ALFA.ST,,,ALFA.ST,ALFA LAVAL,,,MSCI World Full,Industrials
FBK.MI,,,FBK.MI,FINECOBANK BANCA FINECO,,,MSCI World Full,Financials
AGI.TO,,,AGI.TO,ALAMOS GOLD INC CLASS A,,,MSCI World Full,Materials
BT.A.L,,,BT.A.L,BT GROUP PLC,,,MSCI World Full,Communication
BAMI.MI,,,BAMI.MI,BANCO BPM,,,MSCI World Full,Financials
RI.PA,,,RI.PA,PERNOD RICARD SA,,,MSCI World Full,Consumer Staples
MRU.TO,,,MRU.TO,METRO INC,,,MSCI World Full,Consumer Staples
ESSITY-B.ST,,,ESSITY-B.ST,ESSITY CLASS B,,,MSCI World Full,Consumer Staples
EVN.AX,,,EVN.AX,EVOLUTION MINING LTD,,,MSCI World Full,Materials
EPI-A.ST,,,EPI-A.ST,EPIROC CLASS A,,,MSCI World Full,Industrials
SATS,,,SATS,ECHOSTAR CORP CLASS A,,,MSCI World Full,Communication
CLNX.MC,,,CLNX.MC,CELLNEX TELECOM SA,,,MSCI World Full,Communication
TOU.TO,,,TOU.TO,TOURMALINE OIL CORP,,,MSCI World Full,Energy
6201.T,,,6201.T,TOYOTA INDUSTRIES CORP,,,MSCI World Full,Industrials
5713.T,,,5713.T,SUMITOMO METAL MINING LTD,,,MSCI World Full,Materials
1801.T,,,1801.T,TAISEI CORP,,,MSCI World Full,Industrials
UPM.HE,,,UPM.HE,UPM-KYMMENE,,,MSCI World Full,Materials
SCG.AX,,,SCG.AX,SCENTRE GROUP,,,MSCI World Full,Real Estate
1812.T,,,1812.T,KAJIMA CORP,,,MSCI World Full,Industrials
TEF.MC,,,TEF.MC,TELEFONICA SA,,,MSCI World Full,Communication
2.HK,,,2.HK,CLP HOLDINGS LTD,,,MSCI World Full,Utilities
IMO.TO,,,IMO.TO,IMPERIAL OIL LTD,,,MSCI World Full,Energy
BBD.B.TO,,,BBD.B.TO,BOMBARDIER INC CLASS B,,,MSCI World Full,Industrials
ORG.AX,,,ORG.AX,ORIGIN ENERGY LTD,,,MSCI World Full,Utilities
WN.TO,,,WN.TO,GEORGE WESTON LTD,,,MSCI World Full,Consumer Staples
MG.TO,,,MG.TO,MAGNA INTERNATIONAL INC,,,MSCI World Full,Consumer Discretionary
IONQ,,,IONQ,IONQ INC,,,MSCI World Full,Information Technology
LOGN.SW,,,LOGN.SW,LOGITECH INTERNATIONAL SA,,,MSCI World Full,Information Technology
RCI.B.TO,,,RCI.B.TO,ROGERS COMMUNICATIONS NON-VOTING I,,,MSCI World Full,Communication
LUN.TO,,,LUN.TO,LUNDIN MINING CORP,,,MSCI World Full,Materials
2502.T,,,2502.T,ASAHI GROUP HOLDINGS LTD,,,MSCI World Full,Consumer Staples
9532.T,,,9532.T,OSAKA GAS LTD,,,MSCI World Full,Utilities
EMA.TO,,,EMA.TO,EMERA INC,,,MSCI World Full,Utilities
TRN.MI,,,TRN.MI,TERNA RETE ELETTRICA NAZIONALE,,,MSCI World Full,Utilities
SCHP.SW,,,SCHP.SW,SCHINDLER HOLDING PAR AG,,,MSCI World Full,Industrials
6988.T,,,6988.T,NITTO DENKO CORP,,,MSCI World Full,Materials
EDP,,,EDP,EDP ENERGIAS DE PORTUGAL SA,,,MSCI World Full,Utilities
CRWV,,,CRWV,COREWEAVE INC CLASS A,,,MSCI World Full,Information Technology
PST.MI,,,PST.MI,POSTE ITALIANE,,,MSCI World Full,Financials
STMN.SW,,,STMN.SW,STRAUMANN HOLDING AG,,,MSCI World Full,Health Care
KRZ,,,KRZ,KERRY GROUP PLC,,,MSCI World Full,Consumer Staples
MONC.MI,,,MONC.MI,MONCLER,,,MSCI World Full,Consumer Discretionary
SUN.AX,,,SUN.AX,SUNCORP GROUP LTD,,,MSCI World Full,Financials
6.HK,,,6.HK,POWER ASSETS HOLDINGS LTD,,,MSCI World Full,Utilities
1802.T,,,1802.T,OBAYASHI CORP,,,MSCI World Full,Industrials
2503.T,,,2503.T,KIRIN HOLDINGS LTD,,,MSCI World Full,Consumer Staples
METSO.HE,,,METSO.HE,METSO CORPORATION,,,MSCI World Full,Industrials
6361.T,,,6361.T,EBARA CORP,,,MSCI World Full,Industrials
BESI.AS,,,BESI.AS,BE SEMICONDUCTOR INDUSTRIES NV,,,MSCI World Full,Information Technology
SRG.MI,,,SRG.MI,SNAM,,,MSCI World Full,Utilities
GRAB.SI,,,GRAB.SI,GRAB HOLDINGS LTD CLASS A,,,MSCI World Full,Industrials
STO.AX,,,STO.AX,SANTOS LTD,,,MSCI World Full,Energy
IAG.AX,,,IAG.AX,INSURANCE AUSTRALIA GROUP LTD,,,MSCI World Full,Financials
9531.T,,,9531.T,TOKYO GAS LTD,,,MSCI World Full,Utilities
LISP.SW,,,LISP.SW,CHOCOLADEFABRIKEN LINDT & SPRUENGL,,,MSCI World Full,Consumer Staples
RO.SW,,,RO.SW,ROCHE HOLDING AG,,,MSCI World Full,Health Care
823.HK,,,823.HK,LINK REAL ESTATE INVESTMENT TRUST,,,MSCI World Full,Real Estate
1928.T,,,1928.T,SEKISUI HOUSE LTD,,,MSCI World Full,Consumer Discretionary
GFL.TO,,,GFL.TO,GFL ENVIRONMENTAL SUBORDINATE VOTI,,,MSCI World Full,Industrials
SOON.SW,,,SOON.SW,SONOVA HOLDING AG,,,MSCI World Full,Health Care
TLS.AX,,,TLS.AX,TELSTRA GROUP LTD,,,MSCI World Full,Communication
KOG.OL,,,KOG.OL,KONGSBERG GRUPPEN,,,MSCI World Full,Industrials
HM-B.ST,,,HM-B.ST,HENNES & MAURITZ,,,MSCI World Full,Consumer Discretionary
J36.HK,,,J36.HK,JARDINE MATHESON HOLDINGS LTD,,,MSCI World Full,Industrials
GIL.TO,,,GIL.TO,GILDAN ACTIVEWEAR INC,,,MSCI World Full,Consumer Discretionary
AGN.AS,,,AGN.AS,AEGON LTD,,,MSCI World Full,Financials
COH.AX,,,COH.AX,COCHLEAR LTD,,,MSCI World Full,Health Care
H.TO,,,H.TO,HYDRO ONE LTD,,,MSCI World Full,Utilities
KRX,,,KRX,KINGSPAN GROUP PLC,,,MSCI World Full,Industrials
OKLO,,,OKLO,OKLO INC CLASS A,,,MSCI World Full,Utilities
S32.AX,,,S32.AX,SOUTH32 LTD,,,MSCI World Full,Materials
6920.T,,,6920.T,LASERTEC CORP,,,MSCI World Full,Information Technology
CPU.AX,,,CPU.AX,COMPUTERSHARE LTD,,,MSCI World Full,Industrials
7012.T,,,7012.T,KAWASAKI HEAVY INDUSTRIES LTD,,,MSCI World Full,Industrials
ARX.TO,,,ARX.TO,ARC RESOURCES LTD,,,MSCI World Full,Energy
ATRL.TO,,,ATRL.TO,ATKINSREALIS GROUP INC,,,MSCI World Full,Industrials
CARL-B.CO,,,CARL-B.CO,CARLSBERG AS CL B,,,MSCI World Full,Consumer Staples
NVMI.TA,,,NVMI.TA,NOVA LTD,,,MSCI World Full,Information Technology
FUTU.HK,,,FUTU.HK,FUTU HOLDINGS ADR LTD,,,MSCI World Full,Financials
NHY.OL,,,NHY.OL,NORSK HYDRO,,,MSCI World Full,Materials
3659.T,,,3659.T,NEXON LTD,,,MSCI World Full,Communication
XRO.AX,,,XRO.AX,XERO LTD,,,MSCI World Full,Information Technology
BKT.MC,,,BKT.MC,BANKINTER SA,,,MSCI World Full,Financials
EN.PA,,,EN.PA,BOUYGUES SA,,,MSCI World Full,Industrials
TEL2-B.ST,,,TEL2-B.ST,TELE2 B,,,MSCI World Full,Communication
285A.T,,,285A.T,KIOXIA HOLDINGS CORP,,,MSCI World Full,Information Technology
ORSTED.CO,,,ORSTED.CO,ORSTED A/S,,,MSCI World Full,Utilities
MAERSK-B.CO,,,MAERSK-B.CO,A P MOLLER MAERSK B,,,MSCI World Full,Industrials
COLO-B.CO,,,COLO-B.CO,COLOPLAST B,,,MSCI World Full,Health Care
LIFCO-B.ST,,,LIFCO-B.ST,LIFCO CLASS B,,,MSCI World Full,Industrials
STN.TO,,,STN.TO,STANTEC INC,,,MSCI World Full,Industrials
APA.AX,,,APA.AX,APA GROUP UNITS,,,MSCI World Full,Utilities
WTC.AX,,,WTC.AX,WISETECH GLOBAL LTD,,,MSCI World Full,Information Technology
FGR.PA,,,FGR.PA,EIFFAGE SA,,,MSCI World Full,Industrials
BEAN.SW,,,BEAN.SW,BELIMO N AG,,,MSCI World Full,Industrials
FORTUM.HE,,,FORTUM.HE,FORTUM,,,MSCI World Full,Utilities
ELE.MC,,,ELE.MC,ENDESA SA,,,MSCI World Full,Utilities
IAG.TO,,,IAG.TO,IA FINANCIAL INC,,,MSCI World Full,Financials
PHOE.TA,,,PHOE.TA,PHOENIX FINANCIAL LTD,,,MSCI World Full,Financials
TELIA.ST,,,TELIA.ST,TELIA COMPANY,,,MSCI World Full,Communication
WCP.TO,,,WCP.TO,WHITECAP RESOURCES INC,,,MSCI World Full,Energy
MAERSK-A.CO,,,MAERSK-A.CO,A P MOLLER MAERSK,,,MSCI World Full,Industrials
MZTF.TA,,,MZTF.TA,MIZRAHI TEFAHOT BANK LTD,,,MSCI World Full,Financials
EVO.ST,,,EVO.ST,EVOLUTION,,,MSCI World Full,Consumer Discretionary
X.TO,,,X.TO,TMX GROUP LTD,,,MSCI World Full,Financials
ALO.PA,,,ALO.PA,ALSTOM SA,,,MSCI World Full,Industrials
SKF-B.ST,,,SKF-B.ST,SKF B,,,MSCI World Full,Industrials
EFN.TO,,,EFN.TO,ELEMENT FLEET MANAGEMENT CORP,,,MSCI World Full,Industrials
4523.T,,,4523.T,EISAI LTD,,,MSCI World Full,Health Care
EXO.AS,,,EXO.AS,EXOR NV,,,MSCI World Full,Financials
ENX.PA,,,ENX.PA,EURONEXT NV,,,MSCI World Full,Financials
3402.T,,,3402.T,TORAY INDUSTRIES INC,,,MSCI World Full,Materials
TIH.TO,,,TIH.TO,TOROMONT INDUSTRIES LTD,,,MSCI World Full,Industrials
TEL.OL,,,TEL.OL,TELENOR,,,MSCI World Full,Communication
UNI.MI,,,UNI.MI,UNIPOL ASSICURAZIONI SPA,,,MSCI World Full,Financials
GALP,,,GALP,GALP ENERGIA SGPS SA CLASS B,,,MSCI World Full,Energy
AC.PA,,,AC.PA,ACCOR SA,,,MSCI World Full,Consumer Discretionary
ADDT-B.ST,,,ADDT-B.ST,ADDTECH CLASS B,,,MSCI World Full,Industrials
9502.T,,,9502.T,CHUBU ELECTRIC POWER INC,,,MSCI World Full,Utilities
LUG.TO,,,LUG.TO,LUNDIN GOLD INC,,,MSCI World Full,Materials
7453.T,,,7453.T,RYOHIN KEIKAKU LTD,,,MSCI World Full,Consumer Discretionary
83.HK,,,83.HK,SINO LAND LTD,,,MSCI World Full,Real Estate
TREL-B.ST,,,TREL-B.ST,TRELLEBORG B,,,MSCI World Full,Industrials
CA.PA,,,CA.PA,CARREFOUR SA,,,MSCI World Full,Consumer Staples
SIG.AX,,,SIG.AX,SIGMA HEALTHCARE LTD,,,MSCI World Full,Health Care
3.HK,,,3.HK,HONG KONG AND CHINA GAS LTD,,,MSCI World Full,Utilities
SKA-B.ST,,,SKA-B.ST,SKANSKA B,,,MSCI World Full,Industrials
TFII.TO,,,TFII.TO,TFI INTERNATIONAL INC,,,MSCI World Full,Industrials
RXL.PA,,,RXL.PA,REXEL SA,,,MSCI World Full,Industrials
HEIO.AS,,,HEIO.AS,HEINEKEN HOLDING NV,,,MSCI World Full,Consumer Staples
LYC.AX,,,LYC.AX,LYNAS RARE EARTHS LTD,,,MSCI World Full,Materials
BCP,,,BCP,BANCO COMERCIAL PORTUGUES SA,,,MSCI World Full,Financials
TEN.MI,,,TEN.MI,TENARIS SA,,,MSCI World Full,Energy
TRYG.CO,,,TRYG.CO,TRYG,,,MSCI World Full,Financials
SGH.AX,,,SGH.AX,SGH LTD,,,MSCI World Full,Industrials
CCL.B.TO,,,CCL.B.TO,CCL INDUSTRIES INC CLASS B,,,MSCI World Full,Materials
LI.PA,,,LI.PA,KLEPIERRE REIT SA,,,MSCI World Full,Real Estate
CAE.TO,,,CAE.TO,CAE INC,,,MSCI World Full,Industrials
GBLB,,,GBLB,GROUPE BRUXELLES LAMBERT NV,,,MSCI World Full,Financials
YAR.OL,,,YAR.OL,YARA INTERNATIONAL,,,MSCI World Full,Materials
66.HK,,,66.HK,MTR CORPORATION CORP LTD,,,MSCI World Full,Industrials
HEN.DE,,,HEN.DE,HENKEL AG,,,MSCI World Full,Consumer Staples
